publish_date,text,source,Rating,text_clean,text_id
2024-10-02 13:32:56,@rusli_salam24 😗😗😗,Instagram,3,@rusli salam24  kissing face  kissing face  kissing face ,@rusli salam24 mencium wajah mencium wajah
2024-10-02 13:30:36,Yang muda pada kemana ya?,Instagram,3,Yang muda pada kemana ya?,Yang muma pana kemana ya?
2024-10-02 13:30:32,Masih smngat nanyain yg blm kebagian cup kuning yg blm dapat kejelasan sampe sekarang @maybankmarathon😢,Instagram,2,Masih smngat nanyain yg blm kebagian cup kuning yg blm dapat kejelasan sampe sekarang @maybankmarathon crying face ,Masih smngat nanyain yg bm kebadian cup kuning yg blm dapat kejelasan sampe sekarang @maybankmarrathon crying face
2024-10-02 13:26:48,Tutor nembus ballot dong sepuh,Instagram,3,Tutor nembus ballot dong sepuh,Tutor nembus suara dong sepuh
2024-10-02 13:26:08,🔥🔥🔥,Instagram,4, fire  fire  fire ,api api api
2024-10-02 13:19:30,"Saya finisher 21k @maybankmarathon tahun ini,PB 21k saya lagi....dan berharap dapat slot MBM tahun ini di kategori marathon 🙏",Instagram,4,"Saya finisher 21k @maybankmarathon tahun ini,PB 21k saya lagi....dan berharap dapat slot MBM tahun ini di kategori marathon  folded hands ","Saya finisher 21k @maybankmararathon tahun ini, PB 21k saya lagi.... and berharap dapat slot MB tahun ini di kategori marathon dilipat tangan"
2024-10-02 13:12:00,Aku bangga menjadi salah satu finisher dan virgin marathon di MMB 2024… so proud of me 😍😍😍😍,Instagram,4,Aku bangga menjadi salah satu finisher dan virgin marathon di MMB 2024… so proud of me  smiling face with heart-eyes  smiling face with heart-eyes  smiling face with heart-eyes  smiling face with heart-eyes ,Aku bangga menjadi salu finisher dan perawan maraton di MMB 2024... begitu bangga padaku tersenyum dengan hati-mata tersenyum dengan wajah hati-mata tersenyum dengan hati-mata wajah tersenyum dengan hati-mata dengan hati-mata
2024-10-02 13:03:22,🔥🔥,Instagram,4, fire  fire ,api api
2024-10-02 13:00:16,umur 37 emang lagi lucu-lucunya 😂,Instagram,3,umur 37 emang lagi lucu-lucunya  face with tears of joy ,umur 37 emang lagi lucu-lucunya wajah dengan air mata sukacita
2024-10-02 12:59:47,🤍💛🖤,Instagram,4, white heart  yellow heart  black heart ,hati putih hati kuning hati hitam
2024-10-02 12:56:11,Tanjakannya sih kurang banyak dan kurang curam... Supaya sedep asoy ... dan kenapa tidak ada ice bath nya ?? ice bath ini penting  banget @maybankmarathon,Instagram,3,Tanjakannya sih kurang banyak dan kurang curam... Supaya sedep asoy ... dan kenapa tidak ada ice bath nya ?? ice bath ini penting  banget @maybankmarathon,Tanjakannya sih kurator banyak dan kukang curam... supaya sadep asoy... dan kenopa tada ada es mandi es di dalam penating banget @mairmarathon @maybankmarton
2024-10-02 12:55:01,Atlet semua itu dari Kenya😂,Instagram,3,Atlet semua itu dari Kenya face with tears of joy ,Atlet semua itu dari Kenya face with tears of joy
2024-10-02 12:51:23,Interesting fun fact! @klscmarathon u should make some information like this. Get inspired!,Instagram,3,Interesting fun fact! @klscmarathon u should make some information like this. Get inspired!,Fakta menarik yang menarik! @klscmararathon u harus membuat beberapa informasi seperti ini. dapatkan inspirasi!
2024-10-02 12:50:55,"Awas aja tahun depan ga dapet, mau Virgin FM di Bali 😍",Instagram,3,"Awas aja tahun depan ga dapet, mau Virgin FM di Bali  smiling face with heart-eyes ","Awas aja tahun depan ga dapet, Mau Virgin FM di Bali tersenyum wajah dengan hati-mata"
2024-10-02 12:47:06,"Semoga tahun depan dapet slot, udah 2 tahun gadapet terus",Instagram,4,"Semoga tahun depan dapet slot, udah 2 tahun gadapet terus","Semoga tahun depan dapet slot, udah 2 tahun gadapet terus"
2024-10-02 12:46:29,👏👏👏,Instagram,4, clapping hands  clapping hands  clapping hands ,Tepuk tangan bertepuk tangan bertepuk tangan
2024-10-02 12:46:07,👏👏👏 moga Tahun depan KemBALI lagi💛💛,Instagram,4, clapping hands  clapping hands  clapping hands  moga Tahun depan KemBALI lagi yellow heart  yellow heart ,Tepuk tangan bertepuk tangan bertepuk tangan moga Tahun depan Kembali lagi kuning hati
2024-10-02 12:43:15,See u next year.. proud to be part of maybank group,Instagram,4,See u next year.. proud to be part of maybank group,Sampai jumpa tahun depan .. bangga menjadi bagian dari grup maybank
2024-10-02 12:43:09,Coba aku dapat slot kan jadi gak genap...12.701 😂,Instagram,3,Coba aku dapat slot kan jadi gak genap...12.701  face with tears of joy ,"Coba aku dapat slot kan jadi gak genap... 12,701 wajah dengan air mata sukacita"
2024-10-02 12:43:02,See you in MMB 2025,Instagram,4,See you in MMB 2025,Sampai jumpa di MMB 2025
2024-10-02 12:41:36,Kapan ya maybank diadain pas ultahku 20 Oktober wkkwkwk😂😂😂,Instagram,3,Kapan ya maybank diadain pas ultahku 20 Oktober wkkwkwk face with tears of joy  face with tears of joy  face with tears of joy ,Kapan ya maybank diadain pas ultahku 20 Oktober wkkwwkkk face of joy face with tears of joy face with tears of joy
2024-10-02 12:38:42,@ivonesetiadarmo 🔥🔥 VFM..,Instagram,3,@ivonesetiadarmo  fire  fire  VFM..,@ivonesetiadermo kebakaran VFM ..
2024-10-02 12:37:48,"Bangga ikut bagian dari Maybank Marathon 2024 & saya adalah salah satu dari 1.761 Virgin Marathon🔥👏 semoga Allah mengijinkan mengikuti kembali event besar ini yang disebut Lebarannya Para Pelari"" tidak mau katagori lain tetap katagori Marathon untuk memperbaiki catatan waktu 🙌👏🔥""",Instagram,4,"Bangga ikut bagian dari Maybank Marathon 2024 & saya adalah salah satu dari 1.761 Virgin Marathon fire  clapping hands  semoga Allah mengijinkan mengikuti kembali event besar ini yang disebut Lebarannya Para Pelari"" tidak mau katagori lain tetap katagori Marathon untuk memperbaiki catatan waktu  raising hands  clapping hands  fire ""","Bangga bagatian dari Maybank Marathon 2024 & saya adulah salu dari 1.761 Virgin Marathon firelapping tangan semoga Allah mengijinkan peristiwa mengikutibali besar ini yang disebut Lebaranda Para Pelari "" tidak kalatagori lain tetagori Marathon unmperbaiki catantu waktu mengangkat tangan bertepuk tangan """
2024-10-02 12:37:45,"Tahun depan pasti dapat slot, sekalian rayain ulang tahun anak aku❤️🙌🔥😍",Instagram,4,"Tahun depan pasti dapat slot, sekalian rayain ulang tahun anak aku red heart  raising hands  fire  smiling face with heart-eyes ","Tahun depan pasti dapat slot, sekalian rayain tahun anun aku merah hati mengangkat tangan api tersenyum wajah dengan hati-mata"
2024-10-02 12:35:57,See u next year @gbernandos,Instagram,3,See u next year @gbernandos,Sampai jumpa tahun depan @gbe Hernandos
2024-10-02 12:33:44,Semoga tahun depan tetap dapat ballot marathon nggak mau katagori yang lain,Instagram,3,Semoga tahun depan tetap dapat ballot marathon nggak mau katagori yang lain,Semoga tahun depan tetap dapat pemungutan suara maraton nggak mau katagori yang Iain
2024-10-02 12:32:53,Bangga ikut bagian dari @maybankmarathon ❤️,Instagram,4,Bangga ikut bagian dari @maybankmarathon  red heart ,Bangga ikut bagat dari @maybankmararathon red heart
2024-10-02 12:25:39,Love u mmb2024,Instagram,4,Love u mmb2024,Love u mmb2024
2024-10-02 12:17:43,see you next year 🔥,Instagram,4,see you next year  fire ,Sampai jumpa tahun depan.
2024-10-02 12:17:06,Tahun depan kudu tabok dana sih biar fix dapet slot 😁,Instagram,4,Tahun depan kudu tabok dana sih biar fix dapet slot  beaming face with smiling eyes ,Tahun depan kudu tabok dana sih biar fix dapet slot beaming wajah dengan mata tersenyum
2024-10-02 12:16:55,See you next year 🔥,Instagram,4,See you next year  fire ,Sampai jumpa tahun depan.
2024-10-02 12:13:39,Salah satu yg Virgin Marathon adalah aku 😁,Instagram,3,Salah satu yg Virgin Marathon adalah aku  beaming face with smiling eyes ,Salah satu yg Virgin Marathon adallah wajahku berseri-seri dengan mata tersenyum
2024-10-02 12:13:28,@meidakur hbd to uuuuuuu 🥳🥳,Instagram,3,@meidakur hbd to uuuuuuu  partying face  partying face ,@meidakur hbd ke uuuuu berpesta wajah berpesta
2024-10-02 12:11:46,Nice stats🔥,Instagram,4,Nice stats fire ,Nice statistik api
2024-10-02 12:11:09,🔥🔥🔥 😍😍,Instagram,4, fire  fire  fire   smiling face with heart-eyes  smiling face with heart-eyes ,api api api tersenyum wajah dengan hati-mata tersenyum wajah dengan hati-mata
2024-10-02 12:10:30,@rezarasyad ehh keciduk 😂,Instagram,3,@rezarasyad ehh keciduk  face with tears of joy ,@rezarasyad ehh keciduk wajah dengan air mata sukacita
2024-10-02 12:10:30,@tiahayuaulia @dhyamaharani aaamiiin 😍😍,Instagram,3,@tiahayuaulia @dhyamaharani aaamiiin  smiling face with heart-eyes  smiling face with heart-eyes ,@tiahayuulia @dhyamaharani aaamiiin tersenyum dengan hati-mata tersenyum dengan mata hati
2024-10-02 12:10:07,Virgin Marathon 🙌💛,Instagram,4,Virgin Marathon  raising hands  yellow heart ,Virgin Marathon mengangkat tangan kuning hati
2024-10-02 12:10:06,Bismilah semoga bisa join lagi tahun depan 🙏🏻🤗,Instagram,3,Bismilah semoga bisa join lagi tahun depan  folded hands  smiling face with open hands ,Bismilah semoga bisa bergabung lagi tahun depan dilipat tangan tersenyum dengan tangan terbuka
2024-10-02 12:09:31,"Debut marathon, yuk kumpul disini 😍 👉",Instagram,4,"Debut marathon, yuk kumpul disini  smiling face with heart-eyes   backhand index pointing right ","Debut marathon, yuk kumpul disini tersenyum wajah dengan hati-mata backhand indeks menunjuk kanan"
2024-10-02 12:08:31,"Meskipun ulang tahun di tanggal 28nya, tapi di race kemaren jadi perayaan luar biasa. Alhamdulillah bisa PB lagi, next year bismillah bisa dapat VFM di @maybankmarathon 2025 💛",Instagram,5,"Meskipun ulang tahun di tanggal 28nya, tapi di race kemaren jadi perayaan luar biasa. Alhamdulillah bisa PB lagi, next year bismillah bisa dapat VFM di @maybankmarathon 2025  yellow heart ","Meskipun ulang tahun di tanggal 28nya, tapiti di balap kemaren jadi perayaan biasa. Alhamdulillah bisa pB lagi, tahun depan bismillah bisa dapat VFM di @maybankmarathon 2025 jantung kuning"
2024-10-02 12:08:07,I am 43 dan menyelesaikan 10K 🔥,Instagram,4,I am 43 dan menyelesaikan 10K  fire ,Saya 43 dan menyelesaikan 10K api
2024-10-02 12:07:56,happy birthdayyyy siappun kamu yg kemarin birthday di MMB,Instagram,3,happy birthdayyyy siappun kamu yg kemarin birthday di MMB,Happy birthdayyyy siapun kamu yg kemarin birthday di MMB
2024-10-02 12:07:55,Next year #India will be in the top 10 foreign nationalities 🕺🕺,Instagram,3,Next year #India will be in the top 10 foreign nationalities  man dancing  man dancing ,Tahun depan # India akan berada di atas 10 nasionalitas asing manusia menari manusia menari menari
2024-10-02 12:06:26,@agungsetiawan90 iya gung,Instagram,3,@agungsetiawan90 iya gung,@agungsetiawan90iyagung
2024-10-02 12:04:56,Bangga masuk bagian virgin marathon 🔥,Instagram,4,Bangga masuk bagian virgin marathon  fire ,Kebakaran maraton Bangga masuk bagian virgin
2024-10-02 12:04:22,"Alhamdulillah, happy birthday to me 😃🙏",Instagram,3,"Alhamdulillah, happy birthday to me  grinning face with big eyes  folded hands ","Alhamdulillah, selamat ulang tahun untuk saya menyeringai wajah dengan mata besar dilipat tangan"
2024-10-02 12:04:20,😍😍😍😍😍 thn depan semoga rejeki VFM disini colek @eh_miranty @dhyamaharani 🔥,Instagram,3, smiling face with heart-eyes  smiling face with heart-eyes  smiling face with heart-eyes  smiling face with heart-eyes  smiling face with heart-eyes  thn depan semoga rejeki VFM disini colek @eh miranty @dhyamaharani  fire ,Smiling face with heart-eyes smiling face with heart-eyes smiling face with heart-eyes thn depan semoga rejeki VFM disini colek @eh miranty @dhyamaharani fire
2024-10-02 12:01:40,🔥🔥🔥,Instagram,4, fire  fire  fire ,api api api
2024-10-02 12:01:03,Slide terakhir @virgoriamerina,Instagram,3,Slide terakhir @virgoriamerina,Slide terakhir @virgoriamerina
2024-10-01 13:34:07,"Sudah sebulan lebih masih terngiang-ngiang kenangan pertama ikut HM dan naik podium, sungguh pengalaman luar biasa,",Instagram,5,"Sudah sebulan lebih masih terngiang-ngiang kenangan pertama ikut HM dan naik podium, sungguh pengalaman luar biasa,","Sudah sebulan lebih masih terngiang-ngiang Kenangan pertama ikut HM dan naik podium, sungguh pengkah man luar biasa,"
2024-09-30 18:53:09,🔥🔥,Instagram,4, fire  fire ,api api
2024-09-30 12:54:19,"Ini keren bgttt, sempet mikir pas mau finish ini jalur ke masuk racevillagenya kudu nyebrang atau gmn ? Taaraaa ada jembatan di bwh jembatan 👏👏👏 goodjob @maybankmarathon",Instagram,4,"Ini keren bgttt, sempet mikir pas mau finish ini jalur ke masuk racevillagenya kudu nyebrang atau gmn ? Taaraaa ada jembatan di bwh jembatan  clapping hands  clapping hands  clapping hands  goodjob @maybankmarathon",Taaraaa ada jembatan di bwh jembatan bertepuk tangan bertepuk tangan bertepuk tangan tangan baik job @maybankmarathon
2024-09-30 10:41:41,MBM .. Ga ada mati nya. Selalu pingin ikuuuttt...😍😍😍🔥🔥👏👏.. selama masih bernafas dan diberikam kesehatan..semoga bisa joint teruss. 😍😍😇😇😇🤗🤗,Instagram,5,MBM .. Ga ada mati nya. Selalu pingin ikuuuttt... smiling face with heart-eyes  smiling face with heart-eyes  smiling face with heart-eyes  fire  fire  clapping hands  clapping hands .. selama masih bernafas dan diberikam kesehatan..semoga bisa joint teruss.  smiling face with heart-eyes  smiling face with heart-eyes  smiling face with halo  smiling face with halo  smiling face with halo  smiling face with open hands  smiling face with open hands ,MBM.. aku akan mati. Selalu pingin ikuutt... tersenyum dengan hati-mata tersenyum wajah dengan hati-mata api bertepuk tangan dengan wajah halo tersenyum dengan wajah halo yang tersenyum dengan tangan terbuka dengan tangan terbuka dengan tangan terbuka dan tangan yang tersenyum dengan tangan terbuka.
2024-09-30 7:18:49,❤️❤️❤️❤️❤️ aku 2025 mau kesana lagi,Instagram,4, red heart  red heart  red heart  red heart  red heart  aku 2025 mau kesana lagi,hati merah merah hati hati hati hati merah hati aku aku 2025 mau kesana lagi
2024-09-30 5:46:45,2025 date?,Instagram,3,2025 date?,Kencan 2025?
2024-09-29 18:09:25,",Seruuu yaa...berlari dalam hujan 👏",Instagram,3,",Seruuu yaa...berlari dalam hujan  clapping hands ",",Seruuu yaa...berlari dalam hujan bertepuk tangan"
2024-09-29 18:02:03,🔥🔥🔥,Instagram,4, fire  fire  fire ,api api api
2024-09-29 17:50:43,Tempat aku nangis sehabis finish wkwk udah kaya jembatan ratapan,Instagram,3,Tempat aku nangis sehabis finish wkwk udah kaya jembatan ratapan,Tempat aku nangis sehabs finish wkwk udah kala jembatan ratapan
2024-09-29 17:37:33,Seru seru 🔥 see you 2025,Instagram,4,Seru seru  fire  see you 2025,Seru seru api melihat Anda 2025
2024-09-29 17:22:25,Kerennn 🔥🔥🔥,Instagram,4,Kerennn  fire  fire  fire ,Api Kerenn api api api
2024-09-29 17:15:01,💛,Instagram,4, yellow heart ,Hati kuning
2024-09-29 17:02:37,Best sih ini bener2 ga nyangka,Instagram,4,Best sih ini bener2 ga nyangka,Terbaik sih ini bener2 ga Nyangka
2024-09-29 16:58:29,👏👏👏,Instagram,4, clapping hands  clapping hands  clapping hands ,Tepuk tangan bertepuk tangan bertepuk tangan
2024-09-29 16:39:13,🔥🔥🔥🙌,Instagram,4, fire  fire  fire  raising hands ,Api api mengangkat tangan
2024-09-29 16:37:14,🔥🔥🔥,Instagram,4, fire  fire  fire ,api api api
2024-09-29 16:29:10,🙌🙌🙌 2025 gas lagi.,Instagram,4, raising hands  raising hands  raising hands  2025 gas lagi.,mengangkat tangan mengangkat tangan 2025 lagi gas.
2024-09-29 16:27:59,Best sih ini🔥👏,Instagram,4,Best sih ini fire  clapping hands ,Terbaik sih ini api bertepuk tangan
2024-09-29 13:35:08,Venue Oppo Run ngikut Maybank Marathon yak,Twitter,3,Venue Oppo Run ngikut Maybank Marathon yak,Venue Oppo Run ngikut Maybank Marathon yak
2024-09-29 13:14:47,lucu bgt kalo ngeliat pasangan berlin marathon maybank padel turnamen double bareng HUHU i swear ya cari pasangan yg punya hobby sama deh or yg mau gt develop hobby bareng krn itutu yg bikin gajadi bosen dan seru terus,Twitter,4,lucu bgt kalo ngeliat pasangan berlin marathon maybank padel turnamen double bareng HUHU i swear ya cari pasangan yg punya hobby sama deh or yg mau gt develop hobby bareng krn itutu yg bikin gajadi bosen dan seru terus,lucu bgt kalo geliat pasangan brlin marathon maybank padamen double bareng HUHU i swear ya Carigan yg pun hobby sama deh atau yg gt mengembangkan hobi bareng krn itutu yg bikin gajadi bosen dan seru terus
2024-09-29 3:29:14,@megamegolll,Instagram,3,@megamegolll,@megamegolll
2024-09-28 12:45:10,12.700 pelari dari 57 negara berkumpul jadi satu memadati lintasan Maybank Marathon 2024 di Bali United Training Centre Gianyar. ‍️‍️ Peserta dari berbagai negara ini berkompetisi untuk tiga kategori yang dilombakan Marathon Half Marathon dan 10K. Hadir sebagai Elite https://t.co/ElPAf9DXEz,Twitter,3,12.700 pelari dari 57 negara berkumpul jadi satu memadati lintasan Maybank Marathon 2024 di Bali United Training Centre Gianyar. ‍‍ Peserta dari berbagai negara ini berkompetisi untuk tiga kategori yang dilombakan Marathon Half Marathon dan 10K. Hadir sebagai Elite https bingung /t.co/ElPAf9DXEz,12.700 pelari dari 57 negara birkumapul jadi sadu memaditi lintasan Maytuny Marathon 2024 di Bali Pusat Pelatihan Giamar United. ❑ Peserta berbagai negara ini berkompetisi unuk tiga kategori yang dilombakan Marathon Setengah Marathon dan 10K. Hadir sebagai Elite https tung.co/PAf9DXz
2024-09-27 23:55:41,@tirta_cipeng wah baru liat ada giveaway ginian.. btw makasih ya dok udah nyempetin foto di Maybank Marathon yg lalu https://t.co/ZHagDXrFV1,Twitter,4,@tirta cipeng wah baru liat ada giveaway ginian.. btw makasih ya dok udah nyempetin foto di Maybank Marathon yg lalu https bingung /t.co/ZHagDXrFV1,@tirta cipeng wah baru liat ada giveaway ginian.. btw macasih ya dok udah nyempetin foto di Maybank Marathon yg lalu https bingung /t.co/ZHagDXrF1
2024-09-27 4:15:38,@tirta_cipeng semoga kebagian dok. semoga mengingatkan foto ini waktu shake out run sebelum Maybank marathon 2024 agustus kemarin. berhasil finish FM dengan tertatih-tatih karena cedera angkle yg kumat di KM 28 - menjelang finish. bisa buat latian lagi pasatinya. https://t.co/AH59MTjrhx,Twitter,3,@tirta cipeng semoga kebagian dok. semoga mengingatkan foto ini waktu shake out run sebelum Maybank marathon 2024 agustus kemarin. berhasil finish FM dengan tertatih-tatih karena cedera angkle yg kumat di KM 28 - menjelang finish. bisa buat latian lagi pasatinya. https bingung /t.co/AH59MTjrhx,@tirta cipeng semoga kebagian dok. semoga mengaatkan foto ini waktu shake out run sebelum Maybank maraton 2024 agustusmarin. berhasil finish FM dengan tertatiih-tathyh karena cedera gelag kumat di KM 28 - menjel finish. bisa buat lagi laginyatinya. httpsatinya.co/59Mjrhx.
2024-09-27 3:17:05,Maybank Marathon 2024 yang berlangsung di Bali pada 25 Agustus lalu berhasil menyatukan 12.700 pelari dari 57 negara dalam semangat olahraga dan kebersamaan https://t.co/X2INzO0v8y,Twitter,3,Maybank Marathon 2024 yang berlangsung di Bali pada 25 Agustus lalu berhasil menyatukan 12.700 pelari dari 57 negara dalam semangat olahraga dan kebersamaan https bingung /t.co/X2INzO0v8y,Maybank Marathon 2024 yang berlangsung di Bali pada 25 Agustus lalu berhasil menyat 12.700 pelari dari 57 negara dalam selangat olahraga dan kebersamaan https bing /t.co/X2INZO0v8y
2024-09-27 1:45:42,@tirta_cipeng Okeee ikut juga ini foto dari zaman obese tahun 2023 sampai akhirnya memutuskan mulai aktif lari lagi dari first 10k first 21k sampai akhirnya kemarin maybank first marathon. Skrg ketagihan olahraga dan lg mulai gym semoga tetap konsisten semangat semuanyaa!! https://t.co/k57HQsgo2T,Twitter,3,@tirta cipeng Okeee ikut juga ini foto dari zaman obese tahun 2023 sampai akhirnya memutuskan mulai aktif lari lagi dari first 10k first 21k sampai akhirnya kemarin maybank first marathon. Skrg ketagihan olahraga dan lg mulai gym semoga tetap konsisten semangat semuanyaa!! https bingung /t.co/k57HQsgo2T,@tirta cipeng Okeee juga ini foto zi man obsethal tahun 2023 sampai ahhirnya imutusnya mulai aktif lari lari dari pertama kalinya 21k sampai acnyahir kemarin maybank pertama maraton. Srg ketagihanhraga dan lg mulai gym semoga mulai temotafsaster semanga semanga semureayayana! https bing / k572.
2024-09-26 11:35:57,@tirta_cipeng Memulai olahraga karena kebutuhan dan akhirnya emg suka start lari dari 2021 dan sdh mengikuti banyak event salah satunya maybank marathon tahun kmrn dan di tahun ini masih terus berproses untuk race2 berikutnya https://t.co/6EyMpomQKe,Twitter,3,@tirta cipeng Memulai olahraga karena kebutuhan dan akhirnya emg suka start lari dari 2021 dan sdh mengikuti banyak event salah satunya maybank marathon tahun kmrn dan di tahun ini masih terus berproses untuk race2 berikutnya https bingung /t.co/6EyMpomQKe,@tirta cipeng Memulai olahraga karetuna ketunan dan akhirnya emg ris ri dari 2021 dan sdh mengikuti event slah satunya maybank thun kmrn dan di tahun di mahis terisrops unsuk ras2rikutnya https tung /t.co6yMpomQe
2024-09-26 9:19:03,Merinding❤️‍🔥🤩🥳✨🤗🙃🥰,Instagram,4,Merinding heart on fire  star-struck  partying face  sparkles  smiling face with open hands  upside-down face  smiling face with hearts ,Merinding heart on fire star-struck berpesta wajah berkilau tersenyum wajah dengan tangan terbuka terbalik tersenyum wajah dengan hati
2024-09-26 9:13:49,@maybankmarathon amazing ❤️❤️,Instagram,4,@maybankmarathon amazing  red heart  red heart ,@maybankmaraton hati merah yang menakjubkan
2024-09-26 9:13:36,sering lari gini suatu saat bisa join maybank marathon bali ngga sih??,Twitter,3,sering lari gini suatu saat bisa join maybank marathon bali ngga sih??,laring lari gini suatu saat bisa join maybank maraton bali ngga sih?
2024-09-26 9:08:08,🔥🔥🔥,Instagram,4, fire  fire  fire ,api api api
2024-09-26 8:31:19,🔥🔥👏👏,Instagram,4, fire  fire  clapping hands  clapping hands ,Api bertepuk tangan bertepuk tangan
2024-09-26 8:00:50,"@ridwansyaelani_arsyad @asharirhmn ayo main tebak-tebakan, apa ya?😆",Instagram,3,"@ridwansyaelani arsyad @asharirhmn ayo main tebak-tebakan, apa ya? grinning squinting face ","@ridwansyaelani arsyad @asharirhmn ayo main tebak-tebata, apa ya? menyeringai wajah juling"
2024-09-26 8:00:40,❤️❤️❤️,Instagram,4, red heart  red heart  red heart ,red heart red heart red heart
2024-09-26 8:00:11,@ressa 🥹💛,Instagram,3,@ressa  face holding back tears  yellow heart ,@ressa wajah menahan air mata kuning hati
2024-09-26 7:59:22,@tanatastory see you!💛,Instagram,3,@tanatastory see you! yellow heart ,@tanatastory see you!
2024-09-26 7:59:02,@diegopartowijaya kami tunggu ya💛,Instagram,3,@diegopartowijaya kami tunggu ya yellow heart ,@diegopartowija kami tunggu ya yellow heart
2024-09-26 3:44:11,"coba lagi taun depan,,",YouTube,3,"coba lagi taun depan,,","coba lagi taun depan,"
2024-09-23 14:54:19,@skinbrotha Sama kaya maybank marathon kmrn isi race pack nya seabrek wkwk,Twitter,4,@skinbrotha Sama kaya maybank marathon kmrn isi race pack nya seabrek wkwk,@skinbrotha Sama kaya maybank marathon kmrn tas balap nya seebrek wkwk
2024-09-20 23:19:01,Race tersopannnn😍,Instagram,4,Race tersopannnn smiling face with heart-eyes ,Ras tersopannnn tersenyum wajah dengan hati-mata
2024-09-20 21:10:31,Superrrrrr 🔥🔥,Instagram,4,Superrrrrr  fire  fire ,Superrrrrr api api
2024-09-20 10:08:42,Tahun depan mau lagi ❤️,Instagram,4,Tahun depan mau lagi  red heart ,Tahun depan Maulagi merah hati
2024-09-19 23:04:10,Race of the year 💛,Instagram,4,Race of the year  yellow heart ,Race of the year yellow heart
2024-09-19 20:10:27,@tikatatum AMINNNNNNNNN MBA TIKAAAAA 🖤🤍💛,Instagram,3,@tikatatum AMINNNNNNNNN MBA TIKAAAAA  black heart  white heart  yellow heart ,@tikatatum AMINNNNNNNN MBA TIKAAAAAA black heart white heart yellow heart
2024-09-18 20:52:43,@cavendish_kurniawan 😍😍😍,Instagram,4,@cavendish kurniawan  smiling face with heart-eyes  smiling face with heart-eyes  smiling face with heart-eyes ,@cavendish kuroniawan tersenyum dengan hati-mata tersenyum wajah dengan hati-mata tersenyum dengan hati-mata
2024-09-18 13:30:17,Aku tengok tiktok live tadi dia cakap marathon standard chartered haram sebab ia bank konvensional dan ia mengamalkan riba' kalau kita join maknanya kita menyokong riba'. Okay. Tapi Maybank Cimb etc pun bank konvensional dan kita ada akaun bawah bank bank ni kira camne?,Twitter,1,Aku tengok tiktok live tadi dia cakap marathon standard chartered haram sebab ia bank konvensional dan ia mengamalkan riba' kalau kita join maknanya kita menyokong riba'. Okay. Tapi Maybank Cimb etc pun bank konvensional dan kita ada akaun bawah bank bank ni kira camne?,Aku tengok tiktok live tadanya dia kakapa marathon standar chartered haram sebab ia bank konvensi dan ia mengalkan riba' kalau kita bergabung dengan maknanya kita menyokong riba.
2024-09-18 11:18:56,"Keren, gak kayak di kota sebelah bulan2 lalu…. Malah di treakin warga… brrhhhh",Instagram,4,"Keren, gak kayak di kota sebelah bulan2 lalu…. Malah di treakin warga… brrhhhh","Keren, gak kayak di kota sebelah bulan2 lalu.... malah di treakin warga... brrhhhh"
2024-09-18 9:27:27,See you Maybank Marathon 2025 🔥,Instagram,4,See you Maybank Marathon 2025  fire ,Sampai jumpa Maybank Marathon 2025 kebakaran
2024-09-18 9:10:36,@_____elisabethnovita semoga aku taun depan dpt ballot amin,Instagram,3,@     elisabethnovita semoga aku taun depan dpt ballot amin,@ elisabethnovita semoga aku taun depan dpt chool amin
2024-09-18 9:06:22,Anaknya siapa coba yg jogetan ituuuuu...🤣🔥 @alfxynr,Instagram,3,Anaknya siapa coba yg jogetan ituuuuu... rolling on the floor laughing  fire  @alfxynr,Anaknya siapa coba yg jogeetan ituuuuu... bergulir di lantai tertawa api @alfxynr
2024-09-18 7:41:04,@alfxynr pahrul 😂,Instagram,3,@alfxynr pahrul  face with tears of joy ,@alfxyntr pahrul wajah dengan air mata sukacita
2024-09-18 7:26:41,@bebi_harahap setuju. Race pertama saya dan langsung sangat membekas dihati,Instagram,5,@bebi harahap setuju. Race pertama saya dan langsung sangat membekas dihati,@bebi harahap setuju. Race pertama saya and langsung sangat membekas dihat
2024-09-18 7:11:22,Hello new friends! 😍,Instagram,3,Hello new friends!  smiling face with heart-eyes ,Halo teman-teman baru!
2024-09-18 5:59:38,@alfxynr mantab 💦💦💦,Instagram,3,@alfxynr mantab  sweat droplets  sweat droplets  sweat droplets ,@alfxynr mantab titik-titik keringat keringat tetesan keringat
2024-09-18 5:05:00,@zhon_19 😂😂😂,Instagram,3,@zhon 19  face with tears of joy  face with tears of joy  face with tears of joy ,@zhon 19 menghadapi air mata sukacita dengan air mata sukacita
2024-09-18 5:04:40,@alfxynr 🥳 Agak laen memang...😂 Mantabz betoel Alfy 🔥🔥,Instagram,3,@alfxynr  partying face  Agak laen memang... face with tears of joy  Mantabz betoel Alfy  fire  fire ,@alfxyntr berpesta wajah Agak laen mang... wajah dengan air mata sukacita Mantabz betoel Alfy api
2024-09-18 4:10:04,Bah iya am gacor banar 🤣,Instagram,3,Bah iya am gacor banar  rolling on the floor laughing ,Bah iya am gacor banar rolling on the floor laughing
2024-09-18 0:17:35,Gassss Tahun Depan 10K aja dech 🔥🔥🔥🔥🔥,Instagram,4,Gassss Tahun Depan 10K aja dech  fire  fire  fire  fire  fire ,Gasss Tahun Depan 10K aja dech api api api api api
